time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,field.airspeed,label
46:39.9,-0.018,-0.333,0.053,-0.5491724,0.20593965,17.3773838,97671.3501,-2651000.0,55000.0,2135000.0,41.56,18.90333303,-510.5075684,-220.0175171,90.66666667,-14.71019936,0.584765494,-39.87823868,0,0
46:40.0,-0.015666667,-0.337333333,0.064333333,-0.496870267,0.24516625,17.59966787,97671.95435,-2661333.333,54000.0,1587000.0,41.55666667,19.06666628,-510.5075684,-219.5440979,91.33333333,-14.71019936,0.584765494,-39.87823868,0,0
46:40.0,-0.013333333,-0.341666667,0.075666667,-0.444568133,0.28439285,17.82195193,97672.55859,-2671666.667,53000.0,1039000.0,41.55333333,19.22999954,-510.5075684,-219.0706787,92.0,-14.71019936,0.584765494,-39.87823868,0,0
46:40.0,-0.011,-0.346,0.087,-0.392266,0.32361945,18.044236,97673.16284,-2682000.0,52000.0,491000.0,41.55,19.43499947,-540.1319581,-218.3394928,93.0,-14.71019936,0.584765494,-39.87823868,0,0
46:40.1,-0.05,-0.344,0.0825,-0.357942725,0.524655775,18.04913933,97679.94995,-2661500.0,55500.0,1587000.0,41.55,19.63999939,-569.7563477,-217.6083069,94.0,-14.71019936,0.584765494,-39.87823868,0,0
46:40.1,-0.089,-0.342,0.078,-0.32361945,0.7256921,18.05404265,97686.73706,-2641000.0,59000.0,2683000.0,41.55,19.98999977,-569.7563477,-216.1289978,96.0,-14.71019936,0.584765494,-39.87823868,0,0
46:40.2,-0.089,-0.341,0.0635,-0.2745862,0.7453054,17.86281298,97687.39014,-2641000.0,59500.0,2683000.0,41.55,19.98999977,-569.7563477,-216.1289978,96.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.2,-0.089,-0.34,0.049,-0.22555295,0.7649187,17.6715833,97688.04321,-2641000.0,60000.0,2683000.0,41.55,20.25,-618.8154297,-214.6157532,99.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.2,-0.098,-0.335,0.033,-0.08825985,0.701175475,17.75493983,97689.14185,-2641000.0,58000.0,2683000.0,41.55,20.25,-618.8154297,-214.6157532,99.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.3,-0.107,-0.33,0.017,0.04903325,0.63743225,17.83829635,97690.24048,-2641000.0,56000.0,2683000.0,41.55,20.25,-618.8154297,-214.6157532,99.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.3,-0.125,-0.318333333,0.011333333,0.042495483,0.702809917,17.60293675,97694.19149,-2641000.0,62333.33333,2683000.0,41.54666667,20.34999943,-618.8154297,-213.8676529,100.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.4,-0.143,-0.306666667,0.005666667,0.035957717,0.768187583,17.36757715,97698.1425,-2641000.0,68666.66667,2683000.0,41.54333333,20.44999886,-618.8154297,-213.1195526,101.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.4,-0.161,-0.295,3.61e-17,0.02941995,0.83356525,17.13221755,97702.09351,-2641000.0,75000.0,2683000.0,41.54,20.44999886,-618.8154297,-213.1195526,101.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.4,-0.12525,-0.289,-0.0055,0.090711513,0.742853738,16.92137458,97699.63837,-2641000.0,73500.0,2683000.0,41.54,20.56999969,-654.6156006,-211.6063538,103.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.5,-0.0895,-0.283,-0.011,0.152003075,0.652142225,16.7105316,97697.18323,-2641000.0,72000.0,2683000.0,41.54,20.56999969,-654.6156006,-211.6063538,103.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.5,-0.05375,-0.277,-0.0165,0.213294638,0.561430713,16.49968862,97694.72809,-2641000.0,70500.0,2683000.0,41.54,20.5866661,-654.6156006,-211.0907135,103.6666667,-7.758097649,1.079918742,-41.14395142,0,0
46:40.6,-0.018,-0.271,-0.022,0.2745862,0.4707192,16.28884565,97692.27295,-2641000.0,69000.0,2683000.0,41.54,20.60333252,-654.6156006,-210.5750733,104.3333333,-7.758097649,1.079918742,-41.14395142,0,0
46:40.6,-0.0065,-0.2645,-0.019,0.32361945,0.377556025,16.44575205,97693.80798,-2641500.0,90000.0,2683000.0,41.54,20.61999893,-654.6156006,-210.059433,105.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.6,0.005,-0.258,-0.016,0.3726527,0.28439285,16.60265845,97695.34302,-2642000.0,111000.0,2683000.0,41.54,20.60999966,-660.4492188,-209.2986603,106.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.7,0.006,-0.2425,-0.0105,0.2745862,0.367749375,16.48497865,97696.89331,-2641500.0,101000.0,2683000.0,41.535,20.60000038,-666.2828369,-208.5378876,107.0,-7.758097649,1.079918742,-41.14395142,0,0
46:40.7,0.007,-0.227,-0.005,0.1765197,0.4511059,16.36729885,97698.4436,-2641000.0,91000.0,2683000.0,41.53,20.60000038,-666.2828369,-208.5378876,107.0,1.332451344,-1.150201082,-41.65542603,0,0
46:40.8,0.004,-0.21,-0.0015,0.18632635,0.456009225,15.70534998,97697.75085,-2641000.0,87000.0,2683000.0,41.53,20.53999901,-666.2828369,-206.9740448,109.0,1.332451344,-1.150201082,-41.65542603,0,0
46:40.8,0.001,-0.193,0.002,0.196133,0.46091255,15.0434011,97697.05811,-2641000.0,83000.0,2683000.0,41.53,20.4649992,-672.5696411,-206.2090302,110.0,1.332451344,-1.150201082,-41.65542603,0,0
46:40.8,0.059,-0.1845,0.0035,0.289296175,0.2745862,14.46971208,97696.37146,-2641500.0,92000.0,2683000.0,41.53,20.38999939,-678.8564453,-205.4440155,111.0,1.332451344,-1.150201082,-41.65542603,0,0
46:40.9,0.117,-0.176,0.005,0.38245935,0.08825985,13.89602305,97695.68481,-2642000.0,101000.0,2683000.0,41.53,20.38999939,-678.8564453,-205.4440155,111.0,1.332451344,-1.150201082,-41.65542603,0,0
46:40.9,0.1335,-0.16975,0.01475,0.3530394,0.14709975,13.71950335,97694.44275,-2641750.0,93500.0,2683000.0,41.5275,20.21999931,-678.8564453,-203.8969574,113.0,1.332451344,-1.150201082,-41.65542603,0,0
46:41.0,0.15,-0.1635,0.0245,0.32361945,0.20593965,13.54298365,97693.20068,-2641500.0,86000.0,2683000.0,41.525,20.21999931,-678.8564453,-203.8969574,113.0,1.332451344,-1.150201082,-41.65542603,0,0
46:41.0,0.1665,-0.15725,0.03425,0.2941995,0.26477955,13.36646395,97691.95862,-2641250.0,78500.0,2683000.0,41.5225,20.10499954,-671.7646485,-203.1277313,114.0,3.035401106,-0.579763639,-41.74042511,0,0
46:41.0,0.183,-0.151,0.044,0.26477955,0.32361945,13.18994425,97690.71655,-2641000.0,71000.0,2683000.0,41.52,19.98999977,-664.6728516,-202.3585052,115.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.1,0.174333333,-0.145333333,0.043333333,0.271317317,0.320350567,13.2585908,97690.64941,-2641000.0,71000.0,2683000.0,41.52,19.98999977,-664.6728516,-202.3585052,115.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.1,0.165666667,-0.139666667,0.042666667,0.277855083,0.317081683,13.32723735,97690.58228,-2641000.0,71000.0,2683000.0,41.52,19.86499977,-664.6728516,-201.5892715,116.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.2,0.157,-0.134,0.042,0.28439285,0.3138128,13.3958839,97690.51514,-2641000.0,71000.0,2683000.0,41.52,19.73999977,-664.6728516,-200.8200378,117.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.2,0.1395,-0.1295,0.0405,0.2157463,0.38245935,13.17033095,97690.75012,-2641000.0,71000.0,2683000.0,41.52,19.73999977,-664.6728516,-200.8200378,117.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.2,0.122,-0.125,0.039,0.14709975,0.4511059,12.944778,97690.98511,-2641000.0,71000.0,2683000.0,41.52,19.45999908,-642.7562866,-199.2984314,119.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.3,0.098,-0.103,0.022,0.06864655,0.50013915,12.79767825,97674.35913,-2641000.0,46000.0,2683000.0,41.51,19.45999908,-642.7562866,-199.2984314,119.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.3,0.088666667,-0.095333333,0.015666667,0.1176798,0.467450317,12.56885642,97676.72119,-2641000.0,46000.0,2683000.0,41.51,19.30999946,-642.7562866,-198.5587845,120.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.4,0.079333333,-0.087666667,0.009333333,0.16671305,0.434761483,12.34003458,97679.08325,-2641000.0,46000.0,2683000.0,41.51,19.15999985,-642.7562866,-197.8191376,121.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.4,0.07,-0.08,0.003,0.2157463,0.40207265,12.11121275,97681.44531,-2641000.0,46000.0,2683000.0,41.51,19.15999985,-642.7562866,-197.8191376,121.0,4.738350868,-0.009326196,-41.82542419,0,0
46:41.4,0.0905,-0.07275,-0.0035,0.139744763,0.443750913,11.84888486,97679.17328,-2641000.0,45000.0,2683000.0,41.51,19.0,-628.1974793,-197.0794373,122.0,6.39042759,1.802461755,-42.24457359,0,0
46:41.5,0.111,-0.0655,-0.01,0.063743225,0.485429175,11.58655698,97676.90125,-2641000.0,44000.0,2683000.0,41.51,18.84000015,-613.6386719,-196.3397369,123.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.5,0.1315,-0.05825,-0.0165,-0.012258312,0.527107438,11.32422909,97674.62921,-2641000.0,43000.0,2683000.0,41.51,18.51000023,-613.6386719,-194.8858032,125.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.6,0.152,-0.051,-0.023,-0.08825985,0.5687857,11.0619012,97672.35718,-2641000.0,42000.0,2683000.0,41.51,18.51000023,-613.6386719,-194.8858032,125.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.6,0.083,-0.039,-0.033,-0.1372931,0.5099458,10.34601575,97664.03809,-2679000.0,32000.0,628000.0,41.5,18.51000023,-613.6386719,-194.8858032,125.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.6,0.08,-0.034333333,-0.037,-0.120948683,0.415148183,10.31986468,97662.16227,-2676666.667,30000.0,765000.0,41.5,18.32999993,-602.342987,-194.1546173,126.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.7,0.077,-0.029666667,-0.041,-0.104604267,0.320350567,10.29371362,97660.28646,-2674333.333,28000.0,902000.0,41.5,18.14999962,-591.0473022,-193.4234314,127.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.7,0.074,-0.025,-0.045,-0.08825985,0.22555295,10.26756255,97658.41064,-2672000.0,26000.0,1039000.0,41.5,17.80999947,-591.0473022,-192.0032196,129.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.8,0.0775,-0.0205,-0.045,-0.102969825,0.220649625,10.12536613,97657.94372,-2397500.0,19000.0,1666500.0,41.495,17.80999947,-591.0473022,-192.0032196,129.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.8,0.081,-0.016,-0.045,-0.1176798,0.2157463,9.9831697,97657.47681,-2123000.0,12000.0,2294000.0,41.49,17.80999947,-591.0473022,-192.0032196,129.0,8.042504311,3.614249706,-42.66372299,0,0
46:41.8,0.08,-0.007,-0.037,-0.142196425,0.338329425,9.870393225,97655.67933,-2392000.0,10500.0,1940500.0,41.49,17.45999908,-548.9456177,-190.5915527,131.0,8.936202049,6.410766602,-41.89057159,0,0
46:41.9,0.079,0.002,-0.029,-0.16671305,0.46091255,9.75761675,97653.88184,-2661000.0,9000.0,1587000.0,41.49,17.28499889,-548.9456177,-189.8899231,132.0,8.936202049,6.410766602,-41.89057159,0,0
46:41.9,0.075,0.008666667,-0.03,-0.1569064,0.408610417,9.6301303,97648.0306,-2488666.667,6333.333333,1456333.333,41.49,17.1099987,-548.9456177,-189.1882935,133.0,8.936202049,6.410766602,-41.89057159,0,0
46:42.0,0.071,0.015333333,-0.031,-0.14709975,0.356308283,9.50264385,97642.17937,-2316333.333,3666.666667,1325666.667,41.49,17.1099987,-548.9456177,-189.1882935,133.0,8.936202049,6.410766602,-41.89057159,0,0
46:42.0,0.067,0.022,-0.032,-0.1372931,0.30400615,9.3751574,97636.32813,-2144000.0,1000.0,1195000.0,41.49,17.1099987,-548.9456177,-189.1882935,133.0,8.936202049,6.410766602,-41.89057159,0,0
46:42.0,0.06,0.030666667,-0.034,-0.134024217,0.3726527,9.123453383,97637.55493,-2322333.333,666.6666667,1012000.0,41.49,16.77000046,-521.3052979,-187.8188934,134.0,8.936202049,6.410766602,-41.89057159,0,0
46:42.1,0.053,0.039333333,-0.036,-0.130755333,0.44129925,8.871749367,97638.78174,-2500666.667,333.3333333,829000.0,41.49,16.77000046,-521.3052979,-187.8188934,134.0,8.936202049,6.410766602,-41.89057159,0,0
46:42.1,0.046,0.048,-0.038,-0.12748645,0.5099458,8.62004535,97640.00854,-2679000.0,7.91e-11,646000.0,41.49,16.6050005,-521.3052979,-187.1425934,135.0,8.936202049,6.410766602,-41.89057159,0,0
46:42.2,0.030666667,0.047,-0.044333333,-0.1372931,0.523021333,8.574280983,97637.70548,-2684333.333,4.3e-11,351333.3333,41.48666667,16.44000053,-521.3052979,-186.4662933,136.0,8.936202049,6.410766602,-41.89057159,0,0
46:42.2,0.015333333,0.046,-0.050666667,-0.14709975,0.536096867,8.528516617,97635.40243,-2689666.667,6.97e-12,56666.66667,41.48333333,16.11999893,-480.848877,-185.1476135,138.0,8.936202049,6.410766602,-41.89057159,0,0
46:42.2,0.0,0.045,-0.057,-0.1569064,0.5491724,8.48275225,97633.09937,-2695000.0,-2.91e-11,-238000.0,41.48,16.11999893,-480.848877,-185.1476135,138.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.3,-0.01,0.0455,-0.059,-0.1176798,0.40207265,8.6102387,97628.92762,-2694500.0,-500.0,-198500.0,41.48,16.11999893,-480.848877,-185.1476135,138.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.3,-0.02,0.046,-0.061,-0.0784532,0.2549729,8.73772515,97624.75586,-2694000.0,-1000.0,-159000.0,41.48,15.80999947,-480.848877,-183.8204803,140.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.4,-0.032,0.051333333,-0.062,-0.0588399,0.271317317,8.6690786,97624.34489,-2691666.667,-1666.666667,-32000.0,41.48,15.80999947,-480.848877,-183.8204803,140.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.4,-0.044,0.056666667,-0.063,-0.0392266,0.287661733,8.60043205,97623.93392,-2689333.333,-2333.333333,95000.0,41.48,15.5199995,-441.3580017,-182.5204468,142.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.4,-0.056,0.062,-0.064,-0.0196133,0.30400615,8.5317855,97623.52295,-2687000.0,-3000.0,222000.0,41.48,15.5199995,-441.3580017,-182.5204468,142.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.5,-0.0745,0.0595,-0.059,-0.093163175,0.406975975,8.664175275,97621.61866,-2247500.0,-11000.0,-525000.0,41.475,15.5199995,-441.3580017,-182.5204468,142.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.5,-0.093,0.057,-0.054,-0.16671305,0.5099458,8.79656505,97619.71436,-1808000.0,-19000.0,-1272000.0,41.47,15.37999964,-441.3580017,-181.8779755,142.5,8.186751366,8.248663902,-41.15026855,0,0
46:42.6,-0.0965,0.0665,-0.053,-0.14709975,0.367749375,8.50236555,97618.02369,-1993500.0,-15000.0,-972000.0,41.47,15.23999977,-441.3580017,-181.2355042,143.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.6,-0.1,0.076,-0.052,-0.12748645,0.22555295,8.20816605,97616.33301,-2179000.0,-11000.0,-672000.0,41.47,15.10499954,-427.9308319,-180.6033402,144.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.6,-0.098333333,0.076333333,-0.048,-0.1569064,0.258241783,8.329114733,97613.66577,-1709333.333,-17333.33333,-995333.3333,41.47,14.96999931,-414.5036621,-179.9711761,145.0,8.186751366,8.248663902,-41.15026855,0,0
46:42.7,-0.096666667,0.076666667,-0.044,-0.18632635,0.290930617,8.450063417,97610.99854,-1239666.667,-23666.66667,-1318666.667,41.47,14.96999931,-414.5036621,-179.9711761,145.0,6.421578884,7.336704731,-40.00388718,0,0
46:42.7,-0.095,0.077,-0.04,-0.2157463,0.32361945,8.5710121,97608.3313,-770000.0,-30000.0,-1642000.0,41.47,14.84499931,-414.5036621,-179.3411026,146.0,6.421578884,7.336704731,-40.00388718,0,0
46:42.8,-0.0755,0.089,-0.044,-0.2549729,0.387362675,8.40429905,97608.50525,-1055000.0,-25000.0,-1410500.0,41.47,14.71999931,-414.5036621,-178.7110291,147.0,6.421578884,7.336704731,-40.00388718,0,0
46:42.8,-0.056,0.101,-0.048,-0.2941995,0.4511059,8.237586,97608.6792,-1340000.0,-20000.0,-1179000.0,41.47,14.60499954,-403.8405456,-178.1719285,148.0,6.421578884,7.336704731,-40.00388718,0,0
46:42.8,-0.043666667,0.100666667,-0.048666667,-0.297468383,0.44129925,8.132981733,97607.32422,-1302666.667,-19666.66667,-1330000.0,41.46666667,14.48999977,-393.1774292,-177.6328278,149.0,6.421578884,7.336704731,-40.00388718,0,0
46:42.9,-0.031333333,0.100333333,-0.049333333,-0.300737267,0.4314926,8.028377467,97605.96924,-1265333.333,-19333.33333,-1481000.0,41.46333333,14.48999977,-393.1774292,-177.6328278,149.0,6.421578884,7.336704731,-40.00388718,0,0
46:42.9,-0.019,0.1,-0.05,-0.30400615,0.42168595,7.9237732,97604.61426,-1228000.0,-19000.0,-1632000.0,41.46,14.37999964,-393.1774292,-177.0029068,149.5,6.421578884,7.336704731,-40.00388718,0,0
46:43.0,-0.0075,0.098,-0.0535,-0.318716125,0.436395925,7.91396655,97601.92261,-539500.0,-26500.0,-1354500.0,41.46,14.2699995,-393.1774292,-176.3729858,150.0,6.421578884,7.336704731,-40.00388718,0,0
46:43.0,0.004,0.096,-0.057,-0.3334261,0.4511059,7.9041599,97599.23096,149000.0,-34000.0,-1077000.0,41.46,14.1699996,-378.5015259,-175.7600174,151.0,6.421578884,7.336704731,-40.00388718,0,0
46:43.0,-0.000333333,0.096333333,-0.056666667,-0.310543917,0.444568133,7.93357985,97599.30624,306333.3333,-39000.0,-1086000.0,41.46,14.06999969,-363.8256226,-175.147049,152.0,6.421578884,7.336704731,-40.00388718,0,0
46:43.1,-0.004666667,0.096666667,-0.056333333,-0.287661733,0.438030367,7.9629998,97599.38151,463666.6667,-44000.0,-1095000.0,41.46,14.06999969,-363.8256226,-175.147049,152.0,6.421578884,7.336704731,-40.00388718,0,0
46:43.1,-0.009,0.097,-0.056,-0.26477955,0.4314926,7.99241975,97599.45679,621000.0,-49000.0,-1104000.0,41.46,13.88000011,-363.8256226,-174.0419464,154.0,3.80008626,6.817629814,-39.1350975,0,0
46:43.2,-0.024,0.103,-0.052,-0.299102825,0.42168595,7.7472535,97595.26673,94500.0,-42500.0,-1091000.0,41.455,13.88000011,-363.8256226,-174.0419464,154.0,3.80008626,6.817629814,-39.1350975,0,0
46:43.2,-0.039,0.109,-0.048,-0.3334261,0.4118793,7.50208725,97591.07666,-432000.0,-36000.0,-1078000.0,41.45,13.71999931,-344.4568481,-172.8184204,156.0,3.80008626,6.817629814,-39.1350975,0,0
46:43.2,-0.021333333,0.109,-0.051333333,-0.32361945,0.392266,7.508625017,97591.27197,-234333.3333,-38333.33333,-1078666.667,41.45,13.68749952,-344.4568481,-172.673069,156.25,3.80008626,6.817629814,-39.1350975,0,0
46:43.3,-0.003666667,0.109,-0.054666667,-0.3138128,0.3726527,7.515162783,97591.46729,-36666.66667,-40666.66667,-1079333.333,41.45,13.65499973,-344.4568481,-172.5277176,156.5,3.80008626,6.817629814,-39.1350975,0,0
46:43.3,0.014,0.109,-0.058,-0.30400615,0.3530394,7.52170055,97591.6626,161000.0,-43000.0,-1080000.0,41.45,13.62249994,-344.4568481,-172.3823662,156.75,3.80008626,6.817629814,-39.1350975,0,0
46:43.4,-0.0095,0.1045,-0.0555,-0.289296175,0.289296175,7.6295737,97591.46423,-108500.0,-40000.0,-1075500.0,41.45,13.59000015,-344.4568481,-172.2370148,157.0,3.80008626,6.817629814,-39.1350975,0,0
46:43.4,-0.033,0.1,-0.053,-0.2745862,0.22555295,7.73744685,97591.26587,-378000.0,-37000.0,-1071000.0,41.45,13.46999931,-326.7562866,-170.9985962,159.0,3.80008626,6.817629814,-39.1350975,0,0
46:43.4,-0.023666667,0.102,-0.052333333,-0.251704017,0.26477955,7.685144717,97589.98413,-484666.6667,-35333.33333,-1069666.667,41.44666667,13.46999931,-326.7562866,-170.9985962,159.0,3.80008626,6.817629814,-39.1350975,0,0
46:43.5,-0.014333333,0.104,-0.051666667,-0.228821833,0.30400615,7.632842583,97588.70239,-591333.3333,-33666.66667,-1068333.333,41.44333333,13.4199996,-326.7562866,-170.5194245,160.0,2.530867637,6.788920403,-38.71251488,0,0
46:43.5,-0.005,0.106,-0.051,-0.20593965,0.34323275,7.58054045,97587.42065,-698000.0,-32000.0,-1067000.0,41.44,13.36999989,-326.7562866,-170.0402527,161.0,1.261649013,6.760210991,-38.28993225,0,0
46:43.6,-0.005666667,0.111333333,-0.047666667,-0.22555295,0.3726527,7.479205067,97587.15413,-773000.0,-30333.33333,-1069666.667,41.44,13.36999989,-326.7562866,-170.0402527,161.0,1.261649013,6.760210991,-38.28993225,0,0
46:43.6,-0.006333333,0.116666667,-0.044333333,-0.24516625,0.40207265,7.377869683,97586.88761,-848000.0,-28666.66667,-1072333.333,41.44,13.33499957,-317.7986145,-169.4124985,161.5,1.261649013,6.760210991,-38.28993225,0,0
46:43.6,-0.007,0.122,-0.041,-0.26477955,0.4314926,7.2765343,97586.62109,-923000.0,-27000.0,-1075000.0,41.44,13.29999924,-308.8409424,-168.7847443,162.0,1.261649013,6.760210991,-38.28993225,0,0
46:43.7,-0.0255,0.114,-0.0435,-0.26477955,0.4314926,7.24711435,97586.42273,-588500.0,-32500.0,-1066000.0,41.44,13.25,-308.8409424,-167.5647888,164.0,1.261649013,6.760210991,-38.28993225,0,0
46:43.7,-0.044,0.106,-0.046,-0.26477955,0.4314926,7.2176944,97586.22437,-254000.0,-38000.0,-1057000.0,41.44,13.25,-308.8409424,-167.5647888,164.0,1.261649013,6.760210991,-38.28993225,0,0
46:43.8,-0.058,0.091,-0.044,-0.279489525,0.46091255,7.84532,97586.31897,-471500.0,-33500.0,-1061500.0,41.44,13.25,-308.8409424,-167.5647888,164.0,1.261649013,6.760210991,-38.28993225,0,0
46:43.8,-0.072,0.076,-0.042,-0.2941995,0.4903325,8.4729456,97586.41357,-689000.0,-29000.0,-1066000.0,41.44,13.25,-308.8409424,-167.5647888,164.0,1.261649013,6.760210991,-38.28993225,0,0
46:43.8,-0.077,0.077,-0.043,-0.238628483,0.4903325,8.544861033,97586.49088,-685000.0,-29333.33333,-1071333.333,41.43666667,13.23999977,-301.0794678,-167.0663071,165.0,0.141414762,6.653406859,-37.96272087,0,0
46:43.9,-0.082,0.078,-0.044,-0.183057467,0.4903325,8.616776467,97586.5682,-681000.0,-29666.66667,-1076666.667,41.43333333,13.22999954,-293.3179932,-166.5678253,166.0,-0.978819489,6.546602726,-37.63550949,0,0
46:43.9,-0.087,0.079,-0.045,-0.12748645,0.4903325,8.6886919,97586.64551,-677000.0,-30000.0,-1082000.0,41.43,13.22499943,-293.3179932,-165.9524613,166.5,-0.978819489,6.546602726,-37.63550949,0,0
46:44.0,-0.075,0.0715,-0.051,-0.12748645,0.475622525,9.1594111,97585.39124,-688000.0,-26500.0,-1074500.0,41.43,13.21999931,-293.3179932,-165.3370972,167.0,-0.978819489,6.546602726,-37.63550949,0,0
46:44.0,-0.063,0.064,-0.057,-0.12748645,0.46091255,9.6301303,97584.13696,-699000.0,-23000.0,-1067000.0,41.43,13.22999954,-287.352356,-164.7174683,169.0,-0.978819489,6.546602726,-37.63550949,0,0
46:44.0,-0.013,0.061,-0.061,-0.1765197,0.42168595,9.5516771,97583.81144,-691666.6667,-23666.66667,-1068000.0,41.43,13.22999954,-287.352356,-164.7174683,169.0,-0.978819489,6.546602726,-37.63550949,0,0
46:44.1,0.037,0.058,-0.065,-0.22555295,0.38245935,9.4732239,97583.48592,-684333.3333,-24333.33333,-1069000.0,41.43,13.23499966,-287.352356,-164.0624772,170.0,-0.978819489,6.546602726,-37.63550949,0,0
46:44.1,0.087,0.055,-0.069,-0.2745862,0.34323275,9.3947707,97583.1604,-677000.0,-25000.0,-1070000.0,41.43,13.23999977,-287.352356,-163.407486,171.0,-0.978819489,6.546602726,-37.63550949,0,0
