time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,fault_state,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,field.airspeed
34:23.8,-0.626333333,-0.286666667,-0.167333333,-0.379190467,1.104882567,13.69335228,97646.07748,89333.33333,-199666.6667,-467666.6667,41.31,0,5.409999847,-414.4704895,-8.603179932,80,-2.213662148,35.46608734,4.528028965,0
34:23.9,-0.624,-0.288,-0.181,-0.32361945,1.1964113,14.32751565,97645.70313,87000,-192000,-471000,41.31,0,5.359999657,-405.6556702,-8.290309906,81,-2.213662148,35.46608734,4.528028965,0
34:23.9,-0.529,-0.096,-0.293,-0.4707192,0.9414384,12.6898051,97644.99512,70000,-165000,-491000,41.31,0,5.359999657,-405.6556702,-8.290309906,81,0.011486564,27.62366867,10.20005894,0
34:24.0,-0.5265,-0.1005,-0.281,-0.517300788,0.867888525,12.09895444,97644.44428,67750,-152500,-496750,41.3075,0,5.289999962,-405.6556702,-8.040657997,82,0.011486564,27.62366867,10.20005894,0
34:24.0,-0.524,-0.105,-0.269,-0.563882375,0.79433865,11.50810378,97643.89344,65500,-140000,-502500,41.305,0,5.289999962,-405.6556702,-8.040657997,82,0.011486564,27.62366867,10.20005894,0
34:24.0,-0.5215,-0.1095,-0.257,-0.610463963,0.720788775,10.91725311,97643.34259,63250,-127500,-508250,41.3025,0,5.289999962,-405.6556702,-8.040657997,82,0.011486564,27.62366867,10.20005894,0
34:24.1,-0.519,-0.114,-0.245,-0.65704555,0.6472389,10.32640245,97642.79175,61000,-115000,-514000,41.3,0,5.244999886,-397.3408661,-7.933612347,82.5,0.011486564,27.62366867,10.20005894,0
34:24.1,-0.4855,-0.139,-0.2365,-0.612915625,0.61781895,11.36100403,97642.79175,61000,-115000,-514000,41.3,0,5.199999809,-389.026062,-7.826566696,83,0.011486564,27.62366867,10.20005894,0
34:24.2,-0.452,-0.164,-0.228,-0.5687857,0.588399,12.3956056,97642.79175,61000,-115000,-514000,41.3,0,5.149999857,-389.026062,-7.74127698,83.5,0.011486564,27.62366867,10.20005894,0
34:24.2,-0.4005,-0.14,-0.2225,-0.554075725,0.475622525,12.17495598,97638.34534,60000,-104500,-513500,41.3,0,5.099999905,-389.026062,-7.655987263,84,0.011486564,27.62366867,10.20005894,0
34:24.2,-0.349,-0.116,-0.217,-0.53936575,0.36284605,11.95430635,97633.89893,59000,-94000,-513000,41.3,0,5.099999905,-389.026062,-7.655987263,84,0.011486564,27.62366867,10.20005894,0
34:24.3,-0.348666667,-0.129,-0.188,-0.585130117,0.326888333,11.79086218,97634.91822,56666.66667,-86333.33333,-519000,41.3,0,4.980000019,-371.54599,-7.513069153,85,0.011486564,27.62366867,10.20005894,0
34:24.3,-0.348333333,-0.142,-0.159,-0.630894483,0.290930617,11.62741802,97635.9375,54333.33333,-78666.66667,-525000,41.3,0,4.980000019,-371.54599,-7.513069153,85,0.29724279,18.51014709,16.39533806,0
34:24.4,-0.348,-0.155,-0.13,-0.67665885,0.2549729,11.46397385,97636.95679,52000,-71000,-531000,41.3,0,4.919999838,-371.54599,-7.463366509,85.5,0.29724279,18.51014709,16.39533806,0
34:24.4,-0.336,-0.1835,-0.105,-0.59820565,0.38245935,12.3171524,97636.29456,48000,-63000,-530500,41.295,0,4.859999657,-371.54599,-7.413663864,86,0.29724279,18.51014709,16.39533806,0
34:24.4,-0.324,-0.212,-0.08,-0.51975245,0.5099458,13.17033095,97635.63232,44000,-55000,-530000,41.29,0,4.859999657,-371.54599,-7.413663864,86,0.29724279,18.51014709,16.39533806,0
34:24.5,-0.345666667,-0.203,-0.071,-0.523021333,0.454374783,12.84344262,97634.47265,41333.33333,-50666.66667,-532333.3333,41.29,0,4.784999848,-359.8585205,-7.371856689,86.5,0.29724279,18.51014709,16.39533806,0
34:24.5,-0.367333333,-0.194,-0.062,-0.526290217,0.398803767,12.51655428,97633.31299,38666.66667,-46333.33333,-534666.6667,41.29,0,4.710000038,-348.171051,-7.330049515,87,0.29724279,18.51014709,16.39533806,0
34:24.6,-0.389,-0.185,-0.053,-0.5295591,0.34323275,12.18966595,97632.15332,36000,-42000,-537000,41.29,0,4.625,-348.171051,-7.306080819,87.5,0.29724279,18.51014709,16.39533806,0
34:24.6,-0.254666667,-0.175,-0.056666667,-0.51975245,0.424954833,12.3367657,97633.99658,32666.66667,-35333.33333,-539000,41.29,0,4.539999962,-348.171051,-7.282112122,88,0.29724279,18.51014709,16.39533806,0
34:24.6,-0.120333333,-0.165,-0.060333333,-0.5099458,0.506676917,12.48386545,97635.83985,29333.33333,-28666.66667,-541000,41.29,0,4.539999962,-348.171051,-7.282112122,88,0.29724279,18.51014709,16.39533806,0
34:24.7,0.014,-0.155,-0.064,-0.50013915,0.588399,12.6309652,97637.68311,26000,-22000,-543000,41.29,0,4.439999819,-348.171051,-7.264050484,88.5,0.29724279,18.51014709,16.39533806,0
34:24.7,-0.023,-0.1025,-0.0565,-0.495235825,0.61781895,11.87585315,97635.22645,20000,-17500,-545500,41.29,0,4.339999676,-348.171051,-7.245988846,89,0.29724279,18.51014709,16.39533806,0
34:24.8,-0.06,-0.05,-0.049,-0.4903325,0.6472389,11.1207411,97632.76978,14000,-13000,-548000,41.29,0,4.339999676,-348.171051,-7.245988846,89,3.610384703,13.665452,19.58065224,0
34:24.8,-0.2165,0.003,-0.062,-0.505042475,0.75511205,10.7480884,97629.33045,13500,-12500,-546500,41.285,0,4.110000134,-336.8898315,-7.23366785,90,3.610384703,13.665452,19.58065224,0
34:24.8,-0.373,0.056,-0.075,-0.51975245,0.8629852,10.3754357,97625.89111,13000,-12000,-545000,41.28,0,4.110000134,-336.8898315,-7.23366785,90,3.610384703,13.665452,19.58065224,0
34:24.9,-0.388333333,0.06,-0.081666667,-0.513214683,0.738767633,10.3362091,97625.177,11666.66667,-10000,-547000,41.28,0,4,-325.2053223,-7.237422466,90.5,3.610384703,13.665452,19.58065224,0
34:24.9,-0.403666667,0.064,-0.088333333,-0.506676917,0.614550067,10.2969825,97624.46289,10333.33333,-8000,-549000,41.28,0,3.889999866,-313.520813,-7.241177082,91,3.610384703,13.665452,19.58065224,0
34:25.0,-0.419,0.068,-0.095,-0.50013915,0.4903325,10.2577559,97623.74878,9000,-6000,-551000,41.28,0,3.774999857,-313.520813,-7.252855778,91.5,3.610384703,13.665452,19.58065224,0
34:25.0,-0.594,0.097,-0.1,-0.59820565,0.65704555,9.18883105,97619.97681,11000,13000,-547000,41.27,0,3.659999847,-313.520813,-7.264534473,92,3.610384703,13.665452,19.58065224,0
34:25.0,-0.629333333,0.087,-0.106333333,-0.562247933,0.653776667,8.803102817,97620.12126,11333.33333,22333.33333,-548333.3333,41.27,0,3.549999833,-297.9033509,-7.276182413,92,3.610384703,13.665452,19.58065224,0
34:25.1,-0.664666667,0.077,-0.112666667,-0.526290217,0.650507783,8.417374583,97620.26571,11666.66667,31666.66667,-549666.6667,41.27,0,3.439999819,-282.2858887,-7.287830353,92,3.610384703,13.665452,19.58065224,0
34:25.1,-0.7,0.067,-0.119,-0.4903325,0.6472389,8.03164635,97620.41016,12000,41000,-551000,41.27,0,3.439999819,-282.2858887,-7.287830353,92,3.610384703,13.665452,19.58065224,0
34:25.2,-0.641333333,0.073,-0.114333333,-0.493601383,0.611281183,8.123175083,97620.52816,12000,50666.66667,-549333.3333,41.27,0,3.339999915,-282.2858887,-7.301528931,92.5,2.847833515,8.306758998,20.55871582,0
34:25.2,-0.582666667,0.079,-0.109666667,-0.496870267,0.575323467,8.214703817,97620.64616,12000,60333.33333,-547666.6667,41.27,0,3.24000001,-282.2858887,-7.315227509,93,2.085282326,2.948065996,21.5367794,0
34:25.2,-0.524,0.085,-0.105,-0.50013915,0.53936575,8.30623255,97620.76416,12000,70000,-546000,41.27,0,3.176666657,-282.2858887,-7.320381165,93.33333333,2.085282326,2.948065996,21.5367794,0
34:25.3,-0.522333333,0.084333333,-0.100666667,-0.48052585,0.4903325,9.094033433,97617.91585,12666.66667,78000,-543666.6667,41.27,0,3.113333305,-282.2858887,-7.325534821,93.66666667,2.085282326,2.948065996,21.5367794,0
34:25.3,-0.520666667,0.083666667,-0.096333333,-0.46091255,0.44129925,9.881834317,97615.06755,13333.33333,86000,-541333.3333,41.27,0,3.049999952,-282.2858887,-7.330688477,94,2.085282326,2.948065996,21.5367794,0
34:25.4,-0.519,0.083,-0.092,-0.44129925,0.392266,10.6696352,97612.21924,14000,94000,-539000,41.27,0,2.969999909,-267.5903321,-7.334532022,94.5,2.085282326,2.948065996,21.5367794,0
34:25.4,-0.389,0.0965,-0.091,-0.406975975,0.269682875,9.860586575,97612.72583,15000,106500,-537000,41.265,0,2.889999866,-252.8947754,-7.338375568,95,2.085282326,2.948065996,21.5367794,0
34:25.4,-0.259,0.11,-0.09,-0.3726527,0.14709975,9.05153795,97613.23242,16000,119000,-535000,41.26,0,2.889999866,-252.8947754,-7.338375568,95,2.085282326,2.948065996,21.5367794,0
34:25.5,-0.195,0.098,-0.069,-0.38245935,0.084990967,9.201906583,97610.89477,16333.33333,124333.3333,-532333.3333,41.26,0,2.720000029,-252.8947754,-7.338107586,96,0.382291019,-4.915011883,23.39656067,0
34:25.5,-0.131,0.086,-0.048,-0.392266,0.022882183,9.352275217,97608.55713,16666.66667,129666.6667,-529666.6667,41.26,0,2.720000029,-252.8947754,-7.338107586,96,0.382291019,-4.915011883,23.39656067,0
34:25.6,-0.067,0.074,-0.027,-0.40207265,-0.0392266,9.50264385,97606.21948,17000,135000,-527000,41.26,0,2.579999924,-232.6835632,-7.326087952,97,0.382291019,-4.915011883,23.39656067,0
34:25.6,-0.121,0.0555,0.013,-0.4314926,-0.004903325,9.2574776,97607.12891,18000,138500,-526500,41.26,0,2.579999924,-232.6835632,-7.326087952,97,0.382291019,-4.915011883,23.39656067,0
34:25.6,-0.175,0.037,0.053,-0.46091255,0.02941995,9.01231135,97608.03833,19000,142000,-526000,41.26,0,2.579999924,-232.6835632,-7.326087952,97,0.382291019,-4.915011883,23.39656067,0
34:25.7,-0.153333333,0.029,0.069,-0.46091255,0.071915433,8.734456267,97607.38118,20000,144333.3333,-526333.3333,41.25666667,0,2.440000057,-203.5966797,-7.29821682,98,0.382291019,-4.915011883,23.39656067,0
34:25.7,-0.131666667,0.021,0.085,-0.46091255,0.114410917,8.456601183,97606.72404,21000,146666.6667,-526666.6667,41.25333333,0,2.440000057,-203.5966797,-7.29821682,98,0.382291019,-4.915011883,23.39656067,0
34:25.8,-0.11,0.013,0.101,-0.46091255,0.1569064,8.1787461,97606.06689,22000,149000,-527000,41.25,0,2.440000057,-203.5966797,-7.29821682,98,0.382291019,-4.915011883,23.39656067,0
34:25.8,-0.093,0.0295,0.1005,-0.485429175,0.171616375,8.409202375,97603.09143,25000,149000,-521000,41.25,0,2.309999943,-203.5966797,-7.2625103,99,0.382291019,-4.915011883,23.39656067,0
34:25.8,-0.076,0.046,0.1,-0.5099458,0.18632635,8.63965865,97600.11597,28000,149000,-515000,41.25,0,2.309999943,-203.5966797,-7.2625103,99,0.382291019,-4.915011883,23.39656067,0
34:25.9,-0.0638,0.0538,0.1028,-0.47660319,0.18436502,8.61220003,97599.9878,29000,150000,-514600,41.25,0,2.259999991,-196.4433594,-7.238720894,100,0.382291019,-4.915011883,23.39656067,0
34:25.9,-0.0516,0.0616,0.1056,-0.44326058,0.18240369,8.58474141,97599.85962,30000,151000,-514200,41.25,0,2.210000038,-189.2900391,-7.214931488,101,0.382291019,-4.915011883,23.39656067,0
34:26.0,-0.0394,0.0694,0.1084,-0.40991797,0.18044236,8.55728279,97599.73145,31000,152000,-513800,41.25,0,2.164999962,-189.2900391,-7.187195063,101.5,-0.411209733,-6.040455342,22.63231373,0
34:26.0,-0.0272,0.0772,0.1112,-0.37657536,0.17848103,8.52982417,97599.60327,32000,153000,-513400,41.25,0,2.119999886,-189.2900391,-7.159458637,102,-1.204710484,-7.1658988,21.86806679,0
34:26.0,-0.015,0.085,0.114,-0.34323275,0.1765197,8.50236555,97599.4751,33000,154000,-513000,41.25,0,2.099999905,-189.2900391,-7.143616438,102.25,-1.204710484,-7.1658988,21.86806679,0
34:26.1,-0.033,0.118,0.118,-0.392266,0.2941995,8.58081875,97599.4751,33000,154000,-513000,41.25,0,2.079999924,-189.2900391,-7.127774239,102.5,-1.204710484,-7.1658988,21.86806679,0
34:26.1,-0.09,0.126,0.109,-0.3334261,0.2745862,8.09048625,97599.93286,38000,153000,-516000,41.24,0,2.039999962,-189.2900391,-7.09608984,103,-1.204710484,-7.1658988,21.86806679,0
34:26.2,-0.0975,0.11525,0.11625,-0.360394387,0.230456275,8.154229475,97599.40796,42250,154000,-515250,41.2375,0,1.9799999,-177.3139954,-7.013013363,104,-1.204710484,-7.1658988,21.86806679,0
34:26.2,-0.105,0.1045,0.1235,-0.387362675,0.18632635,8.2179727,97598.88306,46500,155000,-514500,41.235,0,1.966666579,-171.6315613,-6.985321204,104.3333333,-1.204710484,-7.1658988,21.86806679,0
34:26.2,-0.1125,0.09375,0.13075,-0.414330963,0.142196425,8.281715925,97598.35815,50750,156000,-513750,41.2325,0,1.953333259,-165.9491272,-6.957629045,104.6666667,-1.204710484,-7.1658988,21.86806679,0
34:26.3,-0.12,0.083,0.138,-0.44129925,0.0980665,8.34545915,97597.83325,55000,157000,-513000,41.23,0,1.939999938,-160.2666931,-6.929936886,105,-1.204710484,-7.1658988,21.86806679,0
34:26.3,-0.0895,0.0675,0.1435,-0.446202575,0.122583125,8.399395725,97597.83325,55000,157000,-513000,41.23,0,1.939999938,-160.2666931,-6.929936886,105,-1.204710484,-7.1658988,21.86806679,0
34:26.4,-0.059,0.052,0.149,-0.4511059,0.14709975,8.4533323,97597.83325,55000,157000,-513000,41.23,0,1.939999938,-160.2666931,-6.929936886,105,-1.204710484,-7.1658988,21.86806679,0
34:26.4,-0.081,0.0045,0.154,-0.46091255,0.308909475,9.12999115,97597.70813,58000,158000,-511500,41.23,0,1.909999967,-160.2666931,-6.823174953,106,-3.947234154,-8.417676926,18.52735329,0
34:26.4,-0.103,-0.043,0.159,-0.4707192,0.4707192,9.80665,97597.58301,61000,159000,-510000,41.23,0,1.909999967,-160.2666931,-6.823174953,106,-3.947234154,-8.417676926,18.52735329,0
34:26.5,-0.07025,-0.02325,0.1475,-0.468267538,0.532010763,9.693873525,97597.86225,62000,158000,-508750,41.23,0,1.899999976,-149.9528809,-7.493392944,107,-3.947234154,-8.417676926,18.52735329,0
34:26.5,-0.0375,-0.0035,0.136,-0.465815875,0.593302325,9.58109705,97598.14148,63000,157000,-507500,41.23,0,1.899999976,-149.9528809,-7.462252934,107.3333333,-3.947234154,-8.417676926,18.52735329,0
34:26.6,-0.00475,0.01625,0.1245,-0.463364213,0.654593888,9.468320575,97598.42072,64000,156000,-506250,41.23,0,1.899999976,-149.9528809,-7.431112925,107.6666667,-3.947234154,-8.417676926,18.52735329,0
34:26.6,0.028,0.036,0.113,-0.46091255,0.71588545,9.3555441,97598.69995,65000,155000,-505000,41.23,0,1.899999976,-149.9528809,-7.399972915,108,-3.947234154,-8.417676926,18.52735329,0
34:26.6,-0.009,0.069,0.06,-0.44129925,0.65704555,9.18883105,97598.69995,65000,155000,-505000,41.23,0,1.899999976,-149.9528809,-7.306552887,109,-3.947234154,-8.417676926,18.52735329,0
34:26.7,0.024,0.058666667,0.046333333,-0.395534883,0.624356717,9.388232933,97598.81999,68000,153000,-505666.6667,41.22666667,0,1.899999976,-135.4118347,-7.095460892,110,-3.947234154,-8.417676926,18.52735329,0
34:26.7,0.057,0.048333333,0.032666667,-0.349770517,0.591667883,9.587634817,97598.94002,71000,151000,-506333.3333,41.22333333,0,1.899999976,-135.4118347,-7.095460892,110,-3.947234154,-8.417676926,18.52735329,0
34:26.8,0.09,0.038,0.019,-0.30400615,0.55897905,9.7870367,97599.06006,74000,149000,-507000,41.22,0,1.899999976,-135.4118347,-7.095460892,110,-3.947234154,-8.417676926,18.52735329,0
34:26.8,0.116,0.035,0.0095,-0.318716125,0.465815875,10.05181625,97599.06006,74000,149000,-507000,41.22,0,1.919999957,-135.4118347,-9.824962616,111,-4.974971294,-7.461174965,16.19006538,0
34:26.8,0.142,0.032,-3.92E-18,-0.3334261,0.3726527,10.3165958,97599.06006,74000,149000,-507000,41.22,0,1.919999957,-135.4118347,-9.824962616,111,-4.974971294,-7.461174965,16.19006538,0
34:26.9,0.191333333,0.028666667,0.007666667,-0.349770517,0.349770517,10.24794925,97599.00716,75333.33333,145666.6667,-505000,41.21666667,0,1.924999953,-135.4118347,-9.589258194,111.5,-4.974971294,-7.461174965,16.19006538,0
34:26.9,0.240666667,0.025333333,0.015333333,-0.366114933,0.326888333,10.1793027,97598.95427,76666.66667,142333.3333,-503000,41.21333333,0,1.929999948,-135.4118347,-9.353553772,112,-4.974971294,-7.461174965,16.19006538,0
34:27.0,0.29,0.022,0.023,-0.38245935,0.30400615,10.11065615,97598.90137,78000,139000,-501000,41.21,0,1.939999938,-131.6370011,-9.48599577,113,-4.974971294,-7.461174965,16.19006538,0
34:27.0,0.297666667,0.014333333,0.024333333,-0.418417067,0.183057467,9.69877685,97599.20248,79000,136333.3333,-502666.6667,41.21,0,1.949999928,-127.8621674,-9.618437767,114,-4.974971294,-7.461174965,16.19006538,0
34:27.0,0.305333333,0.006666667,0.025666667,-0.454374783,0.062108783,9.28689755,97599.50358,80000,133666.6667,-504333.3333,41.21,0,1.949999928,-127.8621674,-9.618437767,114,-4.974971294,-7.461174965,16.19006538,0
34:27.1,0.313,-0.001,0.027,-0.4903325,-0.0588399,8.87501825,97599.80469,81000,131000,-506000,41.21,0,1.954999924,-130.2626572,-9.345098973,114.5,-4.974971294,-7.461174965,16.19006538,0
34:27.1,0.3885,-0.034,0.0655,-0.4511059,-0.0392266,9.6497436,97600.26856,82000,123000,-508000,41.21,0,1.959999919,-132.663147,-9.071760178,115,-4.974971294,-7.461174965,16.19006538,0
34:27.2,0.464,-0.067,0.104,-0.4118793,-0.0196133,10.42446895,97600.73242,83000,115000,-510000,41.21,0,1.96999991,-132.663147,-9.895255089,115.5,-4.974971294,-7.461174965,16.19006538,0
34:27.2,0.4905,-0.038,0.126,-0.436395925,0.073549875,10.07142955,97599.06311,84000,106500,-510000,41.21,0,1.974999905,-132.663147,-10.30700254,115.75,-4.979656935,-3.218123317,15.49306059,0
34:27.2,0.517,-0.009,0.148,-0.46091255,0.16671305,9.71839015,97597.3938,85000,98000,-510000,41.21,0,1.9799999,-132.663147,-10.71875,116,-4.984342575,1.024928331,14.79605579,0
34:27.3,0.446666667,0.004666667,0.157333333,-0.467450317,0.297468383,9.822994417,97599.16382,85666.66667,89333.33333,-513000,41.21,0,2,-124.61586,-10.0222702,118,-4.984342575,1.024928331,14.79605579,0
34:27.3,0.376333333,0.018333333,0.166666667,-0.473988083,0.428223717,9.927598683,97600.93384,86333.33333,80666.66667,-516000,41.21,0,2.004999995,-124.61586,-9.851667164,118.25,-4.984342575,1.024928331,14.79605579,0
34:27.4,0.306,0.032,0.176,-0.48052585,0.55897905,10.03220295,97602.70386,87000,72000,-519000,41.21,0,2.009999991,-124.61586,-9.681064128,118.5,-4.984342575,1.024928331,14.79605579,0
34:27.4,0.231,0.012,0.1385,-0.4314926,0.73549875,10.17439938,97602.62452,89500,61500,-518000,41.205,0,2.019999981,-124.61586,-9.339858055,119,-4.984342575,1.024928331,14.79605579,0
34:27.4,0.156,-0.008,0.101,-0.38245935,0.91201845,10.3165958,97602.54517,92000,51000,-517000,41.2,0,2.019999981,-124.61586,-9.339858055,119,-4.984342575,1.024928331,14.79605579,0
34:27.5,0.161333333,-0.002666667,0.074,-0.395534883,0.89240515,10.14988275,97602.09147,93000,47333.33333,-520000,41.2,0,2.019999981,-124.61586,-9.339858055,119,-4.984342575,1.024928331,14.79605579,0
34:27.5,0.166666667,0.002666667,0.047,-0.408610417,0.87279185,9.9831697,97601.63778,94000,43666.66667,-523000,41.2,0,2.039999962,-126.5113831,-10.04451847,120,-4.984342575,1.024928331,14.79605579,0
34:27.6,0.172,0.008,0.02,-0.42168595,0.85317855,9.81645665,97601.18408,95000,40000,-526000,41.2,0,2.039999962,-126.5113831,-10.04451847,120,-4.984342575,1.024928331,14.79605579,0
34:27.6,0.226,0.0275,-0.026,-0.44129925,0.769822025,9.370254075,97603.9978,96000,36000,-524500,41.195,0,2.059999943,-126.5113831,-9.267643929,122,-5.286717892,7.333023548,12.20479202,0
34:27.6,0.28,0.047,-0.072,-0.46091255,0.6864655,8.9240515,97606.81152,97000,32000,-523000,41.19,0,2.059999943,-126.5113831,-9.267643929,122,-5.286717892,7.333023548,12.20479202,0
34:27.7,0.331,0.025666667,-0.086,-0.454374783,0.650507783,8.956740333,97605.21443,99000,29000,-523333.3333,41.19,0,2.069999934,-124.559784,-10.32688236,122.5,-5.286717892,7.333023548,12.20479202,0
34:27.7,0.382,0.004333333,-0.1,-0.447837017,0.614550067,8.989429167,97603.61735,101000,26000,-523666.6667,41.19,0,2.079999924,-122.6081848,-11.3861208,123,-5.286717892,7.333023548,12.20479202,0
34:27.8,0.433,-0.017,-0.114,-0.44129925,0.57859235,9.022118,97602.02026,103000,23000,-524000,41.19,0,2.079999924,-122.6081848,-11.3861208,123,-5.286717892,7.333023548,12.20479202,0
34:27.8,0.469,-0.026,-0.1255,-0.4314926,0.514849125,9.203541025,97602.07825,104000,15500,-524000,41.19,0,2.099999905,-122.6081848,-10.91022635,123.5,-5.286717892,7.333023548,12.20479202,0
34:27.8,0.505,-0.035,-0.137,-0.42168595,0.4511059,9.38496405,97602.13623,105000,8000,-524000,41.19,0,2.119999886,-122.6081848,-10.43433189,124,-5.286717892,7.333023548,12.20479202,0
34:27.9,0.499,-0.0215,-0.139,-0.3530394,0.5099458,9.6301303,97603.09754,106000,1000,-523000,41.19,0,2.159999847,-122.6081848,-9.48440361,125,-5.286717892,7.333023548,12.20479202,0
34:27.9,0.493,-0.008,-0.141,-0.28439285,0.5687857,9.87529655,97604.05884,107000,-6000,-522000,41.19,0,2.159999847,-122.6081848,-9.48440361,125,-5.286717892,7.333023548,12.20479202,0
34:28.0,0.536,0.008666667,-0.147333333,-0.346501633,0.457643667,9.6301303,97604.11174,107333.3333,-13333.33333,-521666.6667,41.19,0,2.189999938,-120.4051018,-10.14275599,126,-5.286717892,7.333023548,12.20479202,0
34:28.0,0.579,0.025333333,-0.153666667,-0.408610417,0.346501633,9.38496405,97604.16463,107666.6667,-20666.66667,-521333.3333,41.19,0,2.220000029,-118.2020187,-10.80110836,127,-5.286717892,7.333023548,12.20479202,0
34:28.0,0.622,0.042,-0.16,-0.4707192,0.2353596,9.1397978,97604.21753,108000,-28000,-521000,41.19,0,2.220000029,-118.2020187,-10.80110836,127,-5.286717892,7.333023548,12.20479202,0
34:28.1,0.6285,0.009,-0.148,-0.446202575,0.220649625,9.007408025,97605.98755,111500,-39500,-521000,41.185,0,2.289999962,-118.2020187,-9.76133728,128,-6.299097061,20.21969604,14.96426106,0
34:28.1,0.635,-0.024,-0.136,-0.42168595,0.20593965,8.87501825,97607.75757,115000,-51000,-521000,41.18,0,2.289999962,-118.2020187,-9.76133728,128,-6.299097061,20.21969604,14.96426106,0
