time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured,field.measured.1,field.measured.2,fault_state,field.airspeed
10:40.1,-0.322,-0.06,0.092,-2.34378935,-0.6276256,9.50264385,277000,-15000,-464000,98549.6521,30.07,20.85000038,-259.0783997,-411.7939453,82,-17.87349701,4.800199986,-41.58195496,0,0
10:40.2,-0.183,-0.04,0.1325,-2.36340265,-0.48052585,9.09076455,273500,-7500,-467500,98554.69361,30.065,21.42000008,-278.0256348,-410.5682678,84,-17.87349701,4.800199986,-41.58195496,0,0
10:40.2,-0.044,-0.02,0.173,-2.38301595,-0.3334261,8.67888525,270000,-5.77E-11,-471000,98559.73511,30.06,21.42000008,-278.0256348,-410.5682678,84,-17.87349701,4.800199986,-41.58195496,0,0
10:40.2,0.034666667,-0.016333333,0.167,-2.415704783,-0.0588399,8.2768126,269666.6667,333.3333333,-471666.6667,98561.2854,30.06333333,22,-278.0256348,-409.350708,86,-17.87349701,4.800199986,-41.58195496,0,0
10:40.3,0.113333333,-0.012666667,0.161,-2.448393617,0.2157463,7.87473995,269333.3333,666.6666667,-472333.3333,98562.8357,30.06666667,22,-278.0256348,-409.350708,86,-17.87349701,4.800199986,-41.58195496,0,0
10:40.3,0.192,-0.009,0.155,-2.48108245,0.4903325,7.4726673,269000,1000,-473000,98564.38599,30.07,22.29500008,-280.435669,-408.742096,86.5,-17.87349701,4.800199986,-41.58195496,0,0
10:40.4,0.137,-0.027,0.146666667,-2.4908891,0.300737267,8.6494653,268000,-2333.333333,-472333.3333,98567.46826,30.06666667,22.59000015,-282.8457031,-408.1334839,87,-17.87349701,4.800199986,-41.58195496,0,0
10:40.4,0.082,-0.045,0.138333333,-2.50069575,0.111142033,9.8262633,267000,-5666.666667,-471666.6667,98570.55054,30.06333333,22.59000015,-282.8457031,-408.1334839,87,-17.87349701,4.800199986,-41.58195496,0,0
10:40.4,0.027,-0.063,0.13,-2.5105024,-0.0784532,11.0030613,266000,-9000,-471000,98573.63281,30.06,22.89499951,-282.8457031,-407.5248413,88,-17.34364415,4.745419026,-43.18791962,0,0
10:40.5,0.021,-0.055,0.1275,-2.53992235,0.3530394,11.179581,263500,-8500,-472500,98578.79944,30.06,23.19999886,-282.8457031,-406.9161987,89,-16.81379128,4.690638065,-44.79388428,0,0
10:40.5,0.015,-0.047,0.125,-2.5693423,0.784532,11.3561007,261000,-8000,-474000,98583.96606,30.06,23.19999886,-282.8457031,-406.9161987,89,-16.81379128,4.690638065,-44.79388428,0,0
10:40.6,-0.091,-0.043666667,0.085,-2.513771283,0.761649817,10.63367748,259666.6667,-6666.666667,-475000,98585.38615,30.06,23.81999969,-281.6638794,-405.6989136,91,-16.81379128,4.690638065,-44.79388428,0,0
10:40.6,-0.197,-0.040333333,0.045,-2.458200267,0.738767633,9.911254267,258333.3333,-5333.333333,-476000,98586.80623,30.06,23.97249985,-281.6638794,-405.3945923,91.25,-16.81379128,4.690638065,-44.79388428,0,0
10:40.6,-0.303,-0.037,0.005,-2.40262925,0.71588545,9.18883105,257000,-4000,-477000,98588.22632,30.06,24.125,-281.6638794,-405.090271,91.5,-16.81379128,4.690638065,-44.79388428,0,0
10:40.7,-0.291,-0.036333333,-0.010666667,-2.48108245,0.797607533,9.577828167,255333.3333,3666.666667,-479333.3333,98591.88639,30.05666667,24.43000031,-281.6638794,-404.4816284,92,-16.81379128,4.690638065,-44.79388428,0,0
10:40.7,-0.279,-0.035666667,-0.026333333,-2.55953565,0.879329617,9.966825283,253666.6667,11333.33333,-481666.6667,98595.54647,30.05333333,25.03999901,-288.0346375,-403.2643127,94,-16.81379128,4.690638065,-44.79388428,0,0
10:40.8,-0.267,-0.035,-0.042,-2.63798885,0.9610517,10.3558224,252000,19000,-484000,98599.20654,30.05,25.03999901,-288.0346375,-403.2643127,94,-16.81379128,4.690638065,-44.79388428,0,0
10:40.8,-0.3105,-0.049,-0.0555,-2.535019025,0.534462425,10.57647203,250000,31500,-487500,98602.02942,30.05,25.35499955,-288.0346375,-402.651413,94.5,-16.44350815,2.68019402,-44.96767998,0,0
10:40.8,-0.354,-0.063,-0.069,-2.4320492,0.10787315,10.79712165,248000,44000,-491000,98604.85229,30.05,25.67000008,-288.0346375,-402.0385132,95,-16.07322502,0.669749975,-45.14147568,0,0
10:40.9,-0.2165,-0.082,-0.0715,-2.397725925,0.338329425,11.05699788,244000,62000,-496500,98607.84302,30.05,25.67000008,-288.0346375,-402.0385132,95,-16.07322502,0.669749975,-45.14147568,0,0
10:40.9,-0.079,-0.101,-0.074,-2.36340265,0.5687857,11.3168741,240000,80000,-502000,98610.83374,30.05,25.87666639,-283.8569743,-401.6299439,95.66666667,-16.07322502,0.669749975,-45.14147568,0,0
10:41.0,-0.093666667,-0.108333333,-0.076333333,-2.340520467,0.405341533,12.14717047,233000,107000,-510000,98613.24463,30.04666667,26.0833327,-279.6793111,-401.2213745,96.33333333,-16.07322502,0.669749975,-45.14147568,0,0
10:41.0,-0.108333333,-0.115666667,-0.078666667,-2.317638283,0.241897367,12.97746683,226000,134000,-518000,98615.65552,30.04333333,26.28999901,-275.5016479,-400.8128052,97,-16.07322502,0.669749975,-45.14147568,0,0
10:41.0,-0.123,-0.123,-0.081,-2.2947561,0.0784532,13.8077632,219000,161000,-526000,98618.06641,30.04,26.89999962,-275.5016479,-399.5700684,99,-16.07322502,0.669749975,-45.14147568,0,0
10:41.1,-0.033,-0.127333333,-0.074333333,-2.2555295,0.26477955,13.21282643,208333.3333,187666.6667,-534666.6667,98620.05819,30.04,26.89999962,-275.5016479,-399.5700684,99,-16.07322502,0.669749975,-45.14147568,0,0
10:41.1,0.057,-0.131666667,-0.067666667,-2.2163029,0.4511059,12.61788967,197666.6667,214333.3333,-543333.3333,98622.04997,30.04,27.17999935,-281.8973694,-398.9403077,99.5,-16.07322502,0.669749975,-45.14147568,0,0
10:41.2,0.147,-0.136,-0.061,-2.1770763,0.63743225,12.0229529,187000,241000,-552000,98624.04175,30.04,27.45999908,-288.2930908,-398.3105469,100,-16.07322502,0.669749975,-45.14147568,0,0
10:41.2,0.1885,-0.1295,-0.06,-2.152559675,0.4511059,11.98862963,176000,280000,-564000,98628.01514,30.04,27.45999908,-288.2930908,-398.3105469,100,-16.07322502,0.669749975,-45.14147568,0,0
10:41.2,0.23,-0.123,-0.059,-2.12804305,0.26477955,11.95430635,165000,319000,-576000,98631.98853,30.04,27.45999908,-288.2930908,-398.3105469,100,-16.07322502,0.669749975,-45.14147568,0,0
10:41.3,0.311,-0.180333333,-0.057,-1.905758983,0.26477955,14.09215605,154666.6667,346666.6667,-584666.6667,98634.08,30.03666667,28,-288.2930908,-397.0509033,102,-12.92882729,-1.984934449,-43.49498367,0,0
10:41.3,0.392,-0.237666667,-0.055,-1.683474917,0.26477955,16.23000575,144333.3333,374333.3333,-593333.3333,98636.17147,30.03333333,28.26499939,-295.3632507,-396.4042359,103,-12.92882729,-1.984934449,-43.49498367,0,0
10:41.4,0.473,-0.295,-0.053,-1.46119085,0.26477955,18.36785545,134000,402000,-602000,98638.26294,30.03,28.52999878,-302.4334106,-395.7575684,104,-12.92882729,-1.984934449,-43.49498367,0,0
10:41.4,0.3775,-0.289,-0.024,-1.318994425,0.299102825,19.024901,118500,438000,-613000,98642.65747,30.03,28.52999878,-302.4334106,-395.7575684,104,-12.92882729,-1.984934449,-43.49498367,0,0
10:41.4,0.282,-0.283,0.005,-1.176798,0.3334261,19.68194655,103000,474000,-624000,98647.052,30.03,28.97999954,-302.4334106,-394.4642639,106,-12.92882729,-1.984934449,-43.49498367,0,0
10:41.5,0.2425,-0.293,0.0345,-1.083634825,0.22555295,20.11343915,76000,539500,-647000,98651.2085,30.03,28.97999954,-302.4334106,-394.4642639,106,-12.92882729,-1.984934449,-43.49498367,0,0
10:41.5,0.203,-0.303,0.064,-0.99047165,0.1176798,20.54493175,49000,605000,-670000,98655.36499,30.03,29.34000015,-312.375824,-393.1538696,107,-12.92882729,-1.984934449,-43.49498367,0,0
10:41.6,0.0755,-0.3005,0.0955,-1.044408225,0.122583125,19.09354755,29500,622000,-682000,98659.00574,30.03,29.34000015,-312.375824,-393.1538696,107,-12.92882729,-1.984934449,-43.49498367,0,0
10:41.6,-0.052,-0.298,0.127,-1.0983448,0.12748645,17.64216335,10000,639000,-694000,98662.64648,30.03,29.34000015,-312.375824,-393.1538696,107,-7.856271267,2.440369844,-43.61038208,0,0
10:41.6,0.043333333,-0.296666667,0.129,-1.04931155,0.24516625,18.33189773,-5666.666667,553000,-695333.3333,98663.32397,30.02666667,29.47499943,-312.375824,-392.4987488,108,-7.856271267,2.440369844,-43.61038208,0,0
10:41.7,0.138666667,-0.295333333,0.131,-1.0002783,0.36284605,19.02163212,-21333.33333,467000,-696666.6667,98664.00147,30.02333333,29.6099987,-312.375824,-391.8436279,109,-7.856271267,2.440369844,-43.61038208,0,0
10:41.7,0.234,-0.294,0.133,-0.95124505,0.48052585,19.7113665,-37000,381000,-698000,98664.67896,30.02,29.78999901,-352.0658569,-390.5247803,111,-7.856271267,2.440369844,-43.61038208,0,0
10:41.8,0.101333333,-0.281,0.126,-0.859716317,0.562247933,19.07720313,-39666.66667,497666.6667,-710000,98665.98104,30.02,29.80999899,-352.0658569,-390.1930008,111.25,-7.856271267,2.440369844,-43.61038208,0,0
10:41.8,-0.031333333,-0.268,0.119,-0.768187583,0.643970017,18.44303977,-42333.33333,614333.3333,-722000,98667.28313,30.02,29.82999897,-352.0658569,-389.8612214,111.5,-7.856271267,2.440369844,-43.61038208,0,0
10:41.8,-0.164,-0.255,0.112,-0.67665885,0.7256921,17.8088764,-45000,731000,-734000,98668.58521,30.02,29.84999895,-352.0658569,-389.5294419,111.75,-7.856271267,2.440369844,-43.61038208,0,0
10:41.9,-0.2155,-0.255,0.086,-0.563882375,0.661948875,16.7497582,-70000,526500,-740000,98668.9972,30.02,29.86999893,-352.0658569,-389.1976624,112,-7.856271267,2.440369844,-43.61038208,0,0
10:41.9,-0.267,-0.255,0.06,-0.4511059,0.59820565,15.69064,-95000,322000,-746000,98669.40918,30.02,29.87999916,-355.7657166,-387.8789063,114,-2.536010742,2.625162125,-45.59133911,0,0
10:42.0,-0.148666667,-0.201333333,0.032666667,-0.536096867,0.336694983,13.60836132,-97000,311333.3333,-745333.3333,98670.31047,30.01666667,29.87999916,-355.7657166,-387.8789063,114,-2.536010742,2.625162125,-45.59133911,0,0
10:42.0,-0.030333333,-0.147666667,0.005333333,-0.621087833,0.075184317,11.52608263,-99000,300666.6667,-744666.6667,98671.21175,30.01333333,29.84999943,-355.7657166,-387.2195435,115,-2.536010742,2.625162125,-45.59133911,0,0
10:42.0,0.088,-0.094,-0.022,-0.7060788,-0.18632635,9.44380395,-101000,290000,-744000,98672.11304,30.01,29.81999969,-355.7657166,-386.5601807,116,-2.536010742,2.625162125,-45.59133911,0,0
10:42.1,0.204,-0.116,-0.029666667,-0.6276256,-0.346501633,9.30651085,-107666.6667,361666.6667,-751000,98671.54541,30.01,29.81999969,-355.7657166,-386.5601807,116,-2.536010742,2.625162125,-45.59133911,0,0
10:42.1,0.32,-0.138,-0.037333333,-0.5491724,-0.506676917,9.16921775,-114333.3333,433333.3333,-758000,98670.97779,30.01,29.81999969,-355.7657166,-386.5601807,116,-2.536010742,2.625162125,-45.59133911,0,0
10:42.2,0.436,-0.16,-0.045,-0.4707192,-0.6668522,9.03192465,-121000,505000,-765000,98670.41016,30.01,29.76999855,-346.6546936,-385.2499695,118,-2.536010742,2.625162125,-45.59133911,0,0
10:42.2,0.391,-0.158,0.0135,-0.5099458,-0.44129925,8.81617835,-106500,777500,-772000,98668.34107,30.01,29.76999855,-346.6546936,-385.2499695,118,-2.536010742,2.625162125,-45.59133911,0,0
10:42.2,0.346,-0.156,0.072,-0.5491724,-0.2157463,8.60043205,-92000,1050000,-779000,98666.27197,30.01,29.73999977,-346.6546936,-383.9479675,119,-2.536010742,2.625162125,-45.59133911,0,0
10:42.3,0.225333333,-0.153,0.066333333,-0.513214683,0.14709975,9.01231135,-105666.6667,737333.3333,-767000,98666.56901,30.01,29.73999977,-346.6546936,-383.9479675,119,-2.536010742,2.625162125,-45.59133911,0,0
10:42.3,0.104666667,-0.15,0.060666667,-0.477256967,0.5099458,9.42419065,-119333.3333,424666.6667,-755000,98666.86605,30.01,29.73999977,-340.4573364,-383.3055267,120,-2.536010742,2.625162125,-45.59133911,0,0
10:42.4,-0.016,-0.147,0.055,-0.44129925,0.87279185,9.83606995,-133000,112000,-743000,98667.16309,30.01,29.73999977,-334.2599792,-382.6630859,121,-2.536010742,2.625162125,-45.59133911,0,0
10:42.4,-0.169,-0.1485,0.042,-0.456009225,0.995374975,11.37081068,-168000,-313000,-735000,98665.89661,30.005,29.75,-334.2599792,-382.0290527,122,1.989560246,5.79171133,-46.20394897,0,0
10:42.4,-0.322,-0.15,0.029,-0.4707192,1.1179581,12.9055514,-203000,-738000,-727000,98664.63013,30,29.75333341,-334.2599792,-381.8177083,122.3333333,1.989560246,5.79171133,-46.20394897,0,0
10:42.5,-0.268666667,-0.143,-0.009333333,-0.408610417,0.93163175,12.52962982,-191333.3333,110666.6667,-769333.3333,98665.59042,30,29.75666682,-334.2599792,-381.6063639,122.6666667,1.989560246,5.79171133,-46.20394897,0,0
10:42.5,-0.215333333,-0.136,-0.047666667,-0.346501633,0.7453054,12.15370823,-179666.6667,959333.3333,-811666.6667,98666.5507,30,29.76000023,-334.2599792,-381.3950195,123,1.989560246,5.79171133,-46.20394897,0,0
10:42.6,-0.162,-0.129,-0.086,-0.28439285,0.55897905,11.77778665,-168000,1808000,-854000,98667.51099,30,29.76999855,-320.8679199,-380.1355286,125,1.989560246,5.79171133,-46.20394897,0,0
10:42.6,-0.0885,-0.1355,-0.1,-0.230456275,0.3138128,12.2190859,-157000,1636000,-844000,98668.85071,30,29.76999855,-320.8679199,-380.1355286,125,1.989560246,5.79171133,-46.20394897,0,0
10:42.6,-0.015,-0.142,-0.114,-0.1765197,0.06864655,12.66038515,-146000,1464000,-834000,98670.19043,30,29.76499939,-320.8679199,-379.5099488,125.5,1.989560246,5.79171133,-46.20394897,0,0
10:42.7,0.0025,-0.1355,-0.11,-0.132389775,-0.132389775,12.5328987,-142000,1910500,-856000,98665.65247,29.995,29.76000023,-320.8679199,-378.8843689,126,1.989560246,5.79171133,-46.20394897,0,0
10:42.7,0.02,-0.129,-0.106,-0.08825985,-0.3334261,12.40541225,-138000,2357000,-878000,98661.1145,29.99,29.76000023,-320.8679199,-378.8843689,126,1.989560246,5.79171133,-46.20394897,0,0
10:42.8,0.0125,-0.117,-0.0655,-0.102969825,-0.3138128,12.09650278,-179500,1276000,-839500,98664.80103,29.99,29.74499989,-306.1311646,-378.2630768,127,2.828702777,5.085981488,-45.81646442,0,0
10:42.8,0.005,-0.105,-0.025,-0.1176798,-0.2941995,11.7875933,-221000,195000,-801000,98668.48755,29.99,29.72999954,-291.3944092,-377.6417847,128,3.667845309,4.380251646,-45.42897987,0,0
10:42.8,0.00375,-0.1095,-0.00125,-0.051484913,-0.318716125,11.86849816,-209000,687500,-818500,98669.08264,29.99,29.67000008,-291.3944092,-376.4160767,130,5.346130371,2.968791962,-44.65401077,0,0
10:42.9,0.0025,-0.114,0.0225,0.014709975,-0.34323275,11.94940303,-197000,1180000,-836000,98669.67774,29.99,29.67000008,-291.3944092,-376.4160767,130,5.346130371,2.968791962,-44.65401077,0,0
10:42.9,0.00125,-0.1185,0.04625,0.080904862,-0.367749375,12.03030789,-185000,1672500,-853500,98670.27283,29.99,29.64666621,-284.2626445,-376.0102438,130.3333333,5.346130371,2.968791962,-44.65401077,0,0
10:43.0,0,-0.123,0.07,0.14709975,-0.392266,12.11121275,-173000,2165000,-871000,98670.86792,29.99,29.62333234,-277.1308797,-375.6044108,130.6666667,5.346130371,2.968791962,-44.65401077,0,0
10:43.0,0.09,-0.121,0.1005,0.191229675,-0.2353596,12.2975391,-195000,1894000,-873000,98665.17639,29.985,29.59999847,-269.999115,-375.1985779,131,5.346130371,2.968791962,-44.65401077,0,0
10:43.0,0.18,-0.119,0.131,0.2353596,-0.0784532,12.48386545,-217000,1623000,-875000,98659.48486,29.98,29.54999924,-269.999115,-374.6026459,132,5.346130371,2.968791962,-44.65401077,0,0
10:43.1,0.043,-0.1135,0.1385,0.210842975,-0.1372931,12.07198615,-215500,1623500,-874000,98658.89893,29.98,29.5,-269.999115,-374.0067139,133,5.346130371,2.968791962,-44.65401077,0,0
10:43.1,-0.094,-0.108,0.146,0.18632635,-0.196133,11.66010685,-214000,1624000,-873000,98658.31299,29.98,29.5,-269.999115,-374.0067139,133,5.346130371,2.968791962,-44.65401077,0,0
10:43.2,-0.129,-0.1,0.1485,0.1765197,0.220649625,11.7091401,-236500,998500,-852000,98658.89283,29.98,29.38999939,-232.2216034,-372.831665,134,7.539040089,3.542377234,-45.71660995,0,0
10:43.2,-0.164,-0.092,0.151,0.16671305,0.63743225,11.75817335,-259000,373000,-831000,98659.47266,29.98,29.38999939,-232.2216034,-372.831665,134,7.539040089,3.542377234,-45.71660995,0,0
10:43.2,-0.177333333,-0.081666667,0.131666667,0.209208533,0.5687857,11.37898288,-250000,736666.6667,-842000,98657.9183,29.97666667,29.26000023,-232.2216034,-371.6651306,136,7.539040089,3.542377234,-45.71660995,0,0
10:43.3,-0.190666667,-0.071333333,0.112333333,0.251704017,0.50013915,10.99979242,-241000,1100333.333,-853000,98656.36393,29.97333333,29.26000023,-232.2216034,-371.6651306,136,7.539040089,3.542377234,-45.71660995,0,0
10:43.3,-0.204,-0.061,0.093,0.2941995,0.4314926,10.62060195,-232000,1464000,-864000,98654.80957,29.97,29.18999958,-216.1130905,-371.0902863,137,7.539040089,3.542377234,-45.71660995,0,0
10:43.4,-0.095333333,-0.056,0.064666667,0.320350567,0.506676917,11.10766557,-222000,1698000,-877333.3333,98653.88184,29.97,29.11999893,-200.0045776,-370.5154419,138,7.539040089,3.542377234,-45.71660995,0,0
10:43.4,0.013333333,-0.051,0.036333333,0.346501633,0.581861233,11.59472918,-212000,1932000,-890666.6667,98652.9541,29.97,29.11999893,-200.0045776,-370.5154419,138,9.011725426,1.108977675,-47.66508484,0,0
10:43.4,0.122,-0.046,0.008,0.3726527,0.65704555,12.0817928,-202000,2166000,-904000,98652.02637,29.97,28.95999908,-200.0045776,-369.3742676,139,9.011725426,1.108977675,-47.66508484,0,0
10:43.5,0.188333333,-0.030333333,-0.004333333,0.415148183,0.477256967,12.37272342,-212333.3333,1985000,-896666.6667,98650.16276,29.97,28.89999898,-169.3422953,-368.9967041,139.6666667,9.011725426,1.108977675,-47.66508484,0,0
10:43.5,0.254666667,-0.014666667,-0.016666667,0.457643667,0.297468383,12.66365403,-222666.6667,1804000,-889333.3333,98648.29916,29.97,28.83999888,-138.680013,-368.6191406,140.3333333,9.011725426,1.108977675,-47.66508484,0,0
10:43.6,0.321,0.001,-0.029,0.50013915,0.1176798,12.95458465,-233000,1623000,-882000,98646.43555,29.97,28.77999878,-108.0177307,-368.2415771,141,9.011725426,1.108977675,-47.66508484,0,0
10:43.6,0.313,0.0235,-0.0135,0.573689025,-0.2549729,12.07688948,-241500,1352000,-866500,98646.13953,29.97,28.77999878,-108.0177307,-368.2415771,141,9.011725426,1.108977675,-47.66508484,0,0
10:43.6,0.305,0.046,0.002,0.6472389,-0.6276256,11.1991943,-250000,1081000,-851000,98645.84351,29.97,28.57999992,-108.0177307,-367.1339722,142,9.011725426,1.108977675,-47.66508484,0,0
10:43.7,0.1775,0.048,0.062,0.40207265,-0.3334261,9.95374975,-225000,1448500,-852500,98645.62378,29.97,28.57999992,-108.0177307,-367.1339722,142,9.011725426,1.108977675,-47.66508484,0,0
10:43.7,0.05,0.05,0.122,0.1569064,-0.0392266,8.7083052,-200000,1816000,-854000,98645.40405,29.97,28.57999992,-108.0177307,-367.1339722,142,9.011725426,1.108977675,-47.66508484,0,0
10:43.8,0.093,0.0135,0.1425,0.259876225,-0.20593965,9.076054575,-206500,1536000,-850000,98641.81519,29.965,28.34999847,-78.47385406,-366.0266113,144,9.011725426,1.108977675,-47.66508484,0,0
10:43.8,0.136,-0.023,0.163,0.36284605,-0.3726527,9.44380395,-213000,1256000,-846000,98638.22632,29.96,28.34999847,-78.47385406,-366.0266113,144,8.885777473,4.388989449,-48.32839584,0,0
10:43.8,0.127,-0.015,0.184666667,0.40207265,-0.150368633,8.724649617,-211000,1313333.333,-841666.6667,98638.61084,29.95666667,28.12999916,-78.47385406,-364.9276123,145,8.885777473,4.388989449,-48.32839584,0,0
10:43.9,0.118,-0.007,0.206333333,0.44129925,0.071915433,8.005495283,-209000,1370666.667,-837333.3333,98638.99536,29.95333333,28.12999916,-78.47385406,-364.9276123,145,8.885777473,4.388989449,-48.32839584,0,0
10:43.9,0.109,0.001,0.228,0.48052585,0.2941995,7.28634095,-207000,1428000,-833000,98639.37988,29.95,28.12999916,-78.47385406,-364.9276123,145,8.885777473,4.388989449,-48.32839584,0,0
10:44.0,-0.002666667,0.015333333,0.201333333,0.516483567,0.61781895,7.449785117,-205333.3333,1612333.333,-847000,98636.03922,29.95,27.93000031,-50.01354218,-363.8456116,147,8.885777473,4.388989449,-48.32839584,0,0
10:44.0,-0.114333333,0.029666667,0.174666667,0.552441283,0.9414384,7.613229283,-203666.6667,1796666.667,-861000,98632.69857,29.95,27.93000031,-50.01354218,-363.8456116,147,8.885777473,4.388989449,-48.32839584,0,0
10:44.0,-0.226,0.044,0.148,0.588399,1.26505785,7.77667345,-202000,1981000,-875000,98629.35791,29.95,27.84500027,-50.01354218,-363.3088379,147.5,8.885777473,4.388989449,-48.32839584,0,0
10:44.1,-0.254333333,0.062333333,0.089333333,0.562247933,1.350048817,7.802824517,-211000,1750666.667,-864333.3333,98629.37622,29.95,27.76000023,-50.01354218,-362.7720642,148,8.885777473,4.388989449,-48.32839584,0,0
10:44.1,-0.282666667,0.080666667,0.030666667,0.536096867,1.435039783,7.828975583,-220000,1520333.333,-853666.6667,98629.39453,29.95,27.61999893,-26.17530823,-361.6985168,149,8.898661613,4.11125946,-51.28956985,0,0
10:44.2,-0.311,0.099,-0.028,0.5099458,1.52003075,7.85512665,-229000,1290000,-843000,98629.41284,29.95,27.61999893,-26.17530823,-361.6985168,149,8.898661613,4.11125946,-51.28956985,0,0
10:44.2,-0.251,0.101,-0.087,0.475622525,1.3140911,8.40429905,-222500,1546500,-856000,98629.06189,29.95,27.61999893,-26.17530823,-361.6985168,149,8.898661613,4.11125946,-51.28956985,0,0
10:44.2,-0.191,0.103,-0.146,0.44129925,1.10815145,8.95347145,-216000,1803000,-869000,98628.71094,29.95,27.5,-26.17530823,-360.6165161,151,8.898661613,4.11125946,-51.28956985,0,0
10:44.3,-0.117,0.101666667,-0.172666667,0.447837017,0.93163175,8.760607333,-205333.3333,1924000,-876000,98627.09351,29.95,27.5,-26.17530823,-360.6165161,151,8.898661613,4.11125946,-51.28956985,0,0
